prov_origen;depto_origen;prov_destino;depto_destino;hora_incio;cantidad_tren;cantidad_subte;cantidad_bus;cantidad_as;cantidad_transbordo;pobl2010_origen;pobl2010_destino
6;364;6;861;5;3;0;122;43;58;87185;268752
2;10;2;4;5;47;74;1996;347;570;165883;218245
6;410;2;9;5;312;1;876;248;417;167824;161797
2;10;6;539;5;1425;3;2079;836;1416;165883;525261
6;252;6;266;5;0;0;256;40;49;213619;29805
6;497;6;515;5;0;0;40;11;16;106273;322375
6;532;6;861;5;0;0;10;7;4;63284;268752
6;412;2;7;5;240;20;507;228;267;265981;220429
6;568;6;861;5;175;2;706;179;354;321109;268752
6;539;6;760;5;196;1;1041;285;505;525261;273838
6;497;6;490;5;0;1;12;2;5;106273;616279
6;134;6;658;5;94;1;73;38;59;51892;581314
6;134;6;260;5;229;2;416;109;218;51892;300934
2;11;6;274;5;70;23;281;93;145;189832;426005
6;260;6;483;5;0;0;2;1;0;300934;36172
6;266;6;408;5;2;0;7;3;2;29805;180423
2;8;6;515;5;22;3;127;35;57;187237;322375
2;11;6;568;5;318;6;1791;483;700;189832;321109
2;13;6;252;5;34;16;1852;624;612;232094;213619
6;861;6;270;5;20;17;73;26;43;268752;163671
2;15;6;134;5;12;27;25;4;19;182574;51892
2;12;6;434;5;33;134;638;147;274;200870;459263
6;441;6;134;5;7;1;10;1;4;654324;51892
2;15;6;805;5;136;42;1062;254;448;182574;377797
2;5;6;441;5;50;189;313;61;232;179005;654324
6;410;6;91;5;3;0;12;3;6;167824;324244
6;427;2;12;5;103;38;4374;1279;1871;1498704;200870
6;840;6;490;5;83;5;1227;272;449;339828;616279
6;371;6;274;5;19;6;58;29;27;414196;426005
6;266;6;760;5;11;0;41;14;17;29805;273838
6;805;6;434;5;18;6;108;36;44;377797;459263
6;91;6;515;5;7;1;24;12;11;324244;322375
6;134;6;778;5;30;0;22;15;20;51892;59478
6;274;6;270;5;144;1;201;69;103;426005;163671
6;270;2;13;5;89;69;135;67;119;163671;232094
6;441;2;3;5;124;263;1479;327;584;654324;187537
6;371;6;441;5;14;7;36;10;22;414196;654324
6;260;6;515;5;2;1;21;8;9;300934;322375
6;427;6;882;5;1;0;14;7;5;1498704;114269
6;840;2;4;5;319;142;1284;249;644;339828;218245
6;364;6;840;5;36;0;213;69;97;87185;339828
2;15;6;252;5;30;28;429;120;203;182574;213619
2;3;2;2;5;88;4303;13769;3359;1235;187537;157835
6;371;2;10;5;106;3;1747;361;684;414196;165883
6;427;6;574;5;1;0;3;4;1;1498704;17054
2;8;6;441;5;20;3;62;20;36;187237;654324
6;568;6;805;5;41;1;429;102;142;321109;377797
6;134;6;840;5;0;0;38;9;4;51892;339828
2;7;2;1;5;523;19638;11864;1964;3456;220429;206262
2;8;6;274;5;39;2;411;66;190;187237;426005
2;3;6;525;5;184;14;244;90;170;187537;54181
6;840;6;126;5;5;0;16;5;8;339828;94461
6;560;6;840;5;655;1;3503;1101;1559;451589;339828
6;434;6;560;5;48;0;130;59;68;459263;451589
6;410;6;260;5;11;0;143;38;70;167824;300934
6;260;6;98;5;0;0;3;1;0;300934;88470
2;3;2;10;5;777;1328;3476;746;1501;187537;165883
2;2;2;4;5;111;1105;8363;1631;1396;157835;218245
6;568;2;3;5;3158;775;3004;996;2308;321109;187537
6;441;6;260;5;39;0;200;58;37;654324;300934
6;266;6;539;5;0;0;3;1;0;29805;525261
6;638;2;10;5;62;2;140;37;82;299916;165883
6;497;2;9;5;1;0;44;12;11;106273;161797
6;648;6;805;5;0;0;1;0;0;81141;377797
6;560;6;778;5;1;1;6;1;2;451589;59478
6;245;6;98;5;1;0;1118;248;147;56729;88470
2;9;2;9;5;1126;46;20135;4922;2718;161797;161797
6;408;2;4;5;142;38;334;77;194;180423;218245
6;364;6;497;5;0;0;2723;554;481;87185;106273
6;490;6;648;5;428;0;1336;414;646;616279;81141
6;408;2;5;5;278;153;341;138;302;180423;179005
6;28;6;427;5;231;3;2341;509;876;552228;1498704
6;648;6;134;5;32;2;92;23;34;81141;51892
2;14;6;756;5;606;229;3088;618;1313;225970;292878
6;441;6;840;5;29;1;47;27;32;654324;339828
6;126;6;497;5;0;0;76;15;17;94461;106273
6;28;6;35;5;1102;8;7374;1679;2241;552228;342464
6;28;6;126;5;0;0;2;0;1;552228;94461
6;861;6;658;5;170;69;284;119;201;268752;581314
6;539;6;274;5;12;0;52;22;28;525261;426005
6;861;6;539;5;354;0;1082;385;488;268752;525261
6;91;6;410;5;1;0;9;6;4;324244;167824
6;515;2;11;5;159;1;449;144;226;322375;189832
6;760;6;91;5;1;0;8;1;3;273838;324244
2;5;2;7;5;82;3107;8657;1774;1207;179005;220429
6;515;6;760;5;690;2;16170;3963;3254;322375;273838
6;638;6;441;5;5;0;11;0;6;299916;654324
6;119;2;3;5;0;1;5;2;2;26367;187537
6;515;2;5;5;169;97;290;105;213;322375;179005
2;15;6;525;5;33;9;109;27;55;182574;54181
2;11;6;441;5;28;13;83;11;52;189832;654324
2;15;6;568;5;558;295;1968;428;921;182574;321109
6;408;6;371;5;272;2;1881;433;693;180423;414196
2;11;2;10;5;60;21;9131;2153;1138;189832;165883
6;756;6;270;5;20;17;38;14;30;292878;163671
6;260;2;4;5;533;22;2708;618;1197;300934;218245
6;245;2;5;5;2;2;9;0;5;56729;179005
6;648;6;861;5;7;4;22;6;12;81141;268752
6;371;6;760;5;355;3;3614;837;1239;414196;273838
6;28;2;1;5;5966;4767;15801;3960;9920;552228;206262
6;515;6;441;5;19;1;42;15;23;322375;654324
6;638;2;2;5;195;124;570;247;371;299916;157835
6;434;6;98;5;2;0;6;2;3;459263;88470
6;658;6;427;5;89;7;963;227;399;581314;1498704
6;805;6;427;5;23;1;1017;240;402;377797;1498704
6;840;6;91;5;26;3;63;19;35;339828;324244
6;539;2;14;5;925;46;3069;1138;1505;525261;225970
2;1;2;15;5;1959;17732;12265;1945;4621;206262;182574
6;515;6;515;5;3999;25;70280;20655;10410;322375;322375
6;329;2;5;5;1;0;1;0;1;14889;179005
2;2;6;539;5;1067;132;1866;968;1135;157835;525261
6;427;2;9;5;616;37;28660;7074;7252;1498704;161797
2;1;2;13;5;6009;17182;12651;2687;4773;206262;232094
2;13;6;260;5;135;229;753;329;389;232094;300934
6;760;6;126;5;1;0;31;11;14;273838;94461
2;6;6;134;5;8;7;23;9;12;175916;51892
2;7;6;568;5;525;96;1053;343;486;220429;321109
6;539;6;497;5;117;0;470;162;220;525261;106273
6;648;2;4;5;178;7;581;156;293;81141;218245
6;658;6;658;5;1538;161;180509;53115;23431;581314;581314
2;2;6;28;5;293;584;2610;859;978;157835;552228
6;882;2;9;5;0;0;6;1;1;114269;161797
6;760;6;364;5;35;0;380;91;116;273838;87185
6;539;6;568;5;3517;15;20890;6091;6012;525261;321109
6;260;2;9;5;25;4;1496;317;575;300934;161797
6;270;6;539;5;18;0;56;6;20;163671;525261
6;756;6;408;5;37;0;951;214;329;292878;180423
6;638;6;410;5;30;0;135;28;65;299916;167824
6;126;6;658;5;0;1;3;0;1;94461;581314
2;13;6;91;5;161;144;524;179;350;232094;324244
6;568;6;515;5;75;0;662;143;228;321109;322375
6;364;6;490;5;0;0;29;10;12;87185;616279
2;7;6;134;5;7;17;23;5;12;220429;51892
6;274;2;3;5;420;320;2335;692;1168;426005;187537
2;8;6;861;5;46;6;1078;235;412;187237;268752
6;260;6;840;5;15;3;374;42;143;300934;339828
6;134;6;568;5;4;0;41;4;19;51892;321109
6;882;6;840;5;0;0;1;0;0;114269;339828
6;778;2;15;5;39;31;28;13;38;59478;182574
2;11;2;1;5;2789;3771;9102;1405;5143;189832;206262
6;91;6;364;5;0;0;5;2;2;324244;87185
2;2;6;266;5;0;1;3;0;1;157835;29805
6;560;6;568;5;316;4;7253;2254;1954;451589;321109
6;525;2;7;5;46;0;103;61;55;54181;220429
6;434;6;497;5;0;0;13;0;5;459263;106273
6;658;6;252;5;3;0;15;7;7;581314;213619
6;28;2;10;5;58;8;263;85;136;552228;165883
6;434;2;9;5;54;9;1343;250;572;459263;161797
2;14;6;778;5;30;57;96;32;41;225970;59478
6;408;6;532;5;0;0;1;1;0;180423;63284
6;266;6;840;5;2;0;6;3;3;29805;339828
6;260;2;8;5;27;1;1058;226;444;300934;187237
2;4;6;408;5;111;46;287;56;152;218245;180423
6;778;6;270;5;19;0;162;43;53;59478;163671
2;6;6;638;5;33;20;192;49;82;175916;299916
6;427;2;5;5;403;583;5938;1599;2377;1498704;179005
2;3;6;441;5;113;385;1386;319;614;187537;654324
6;560;6;756;5;56;0;3697;1300;1363;451589;292878
2;3;6;126;5;4;15;216;47;24;187537;94461
2;4;2;14;5;94;1148;8904;1785;1944;218245;225970
6;98;6;658;5;5;0;56;12;16;88470;581314
6;134;2;4;5;76;0;90;23;52;51892;218245
6;539;6;329;5;3;0;163;32;30;525261;14889
2;8;2;1;5;197;1186;9568;1351;2426;187237;206262
6;364;2;14;5;17;3;195;87;86;87185;225970
6;525;6;574;5;0;0;27;3;0;54181;17054
6;539;6;252;5;5;0;78;15;31;525261;213619
6;568;6;749;5;16;0;107;29;43;321109;166803
6;28;6;658;5;347;16;15896;4215;3640;552228;581314
2;6;6;532;5;1;0;5;3;2;175916;63284
2;10;6;28;5;46;36;290;83;126;165883;552228
2;3;2;1;5;1841;24886;32291;6397;6025;187537;206262
6;91;2;11;5;26;3;139;50;68;324244;189832
2;6;6;260;5;37;109;847;296;308;175916;300934
6;434;6;126;5;0;1;6;0;2;459263;94461
2;15;2;1;5;1940;19402;11455;1881;5042;182574;206262
6;35;6;91;5;228;1;3423;701;941;342464;324244
2;4;6;539;5;821;125;1322;443;809;218245;525261
6;28;2;2;5;886;530;2598;1057;1694;552228;157835
2;13;6;434;5;340;369;2116;637;993;232094;459263
6;539;2;8;5;241;0;829;208;399;525261;187237
6;441;6;760;5;14;0;33;11;16;654324;273838
2;7;6;805;5;68;52;302;73;163;220429;377797
6;539;6;260;5;48;0;269;89;127;525261;300934
6;91;2;5;5;78;205;664;166;387;324244;179005
2;12;6;560;5;258;54;1444;650;671;200870;451589
2;7;2;10;5;84;138;6169;1366;879;220429;165883
2;5;6;410;5;112;53;267;110;150;179005;167824
6;252;6;126;5;0;0;1809;400;376;213619;94461
6;260;2;14;5;420;237;1606;655;911;300934;225970
6;778;6;560;5;0;0;3;1;0;59478;451589
6;515;6;568;5;50;0;821;175;250;322375;321109
6;274;6;260;5;192;2;731;163;321;426005;300934
6;882;6;756;5;0;1;30;3;4;114269;292878
6;412;6;270;5;3;2;7;2;4;265981;163671
6;35;6;805;5;42;9;109;30;59;342464;377797
6;119;6;134;5;0;0;3;1;0;26367;51892
6;408;6;638;5;110;0;274;84;131;180423;299916
6;882;6;805;5;0;0;145;44;32;114269;377797
2;13;2;6;5;92;3436;5024;844;1005;232094;175916
6;749;6;539;5;18;0;116;29;39;166803;525261
6;91;2;2;5;132;177;1279;407;689;324244;157835
6;560;6;252;5;8;0;924;252;364;451589;213619
2;10;2;8;5;31;3;3611;579;631;165883;187237
6;483;6;28;5;0;0;1;0;0;36172;552228
2;1;6;270;5;661;893;1502;397;671;206262;163671
6;245;6;648;5;0;0;1;0;0;56729;81141
2;15;6;515;5;409;75;759;268;466;182574;322375
6;35;6;126;5;1;3;24;8;10;342464;94461
6;441;6;515;5;8;0;32;17;10;654324;322375
2;9;6;28;5;84;21;612;151;251;161797;552228
2;3;6;35;5;131;709;7246;1418;2025;187537;342464
6;861;6;266;5;1;0;9;3;3;268752;29805
2;5;2;11;5;88;473;3552;685;734;179005;189832
2;15;6;441;5;50;180;210;26;174;182574;654324
6;805;6;245;5;1;0;1;2;1;377797;56729
6;648;6;260;5;167;1;485;184;250;81141;300934
6;760;6;410;5;47;3;987;326;280;273838;167824
6;126;6;28;5;0;1;1;0;1;94461;552228
6;252;6;91;5;1;1;10;1;3;213619;324244
6;98;2;8;5;2;0;4;0;2;88470;187237
6;260;6;539;5;34;0;230;60;93;300934;525261
2;8;6;35;5;30;10;988;152;467;187237;342464
6;497;2;13;5;0;8;103;31;25;106273;232094
6;568;6;490;5;170;2;828;245;325;321109;616279
2;12;6;427;5;75;57;4049;1138;1616;200870;1498704
2;15;6;760;5;1871;365;1482;718;1248;182574;273838
2;15;6;126;5;1;4;45;20;22;182574;94461
6;410;6;560;5;402;1;6068;1876;1762;167824;451589
2;8;6;126;5;0;0;3;0;1;187237;94461
6;574;6;525;5;0;0;26;3;0;17054;54181
6;91;6;525;5;0;0;1;0;0;324244;54181
6;658;2;4;5;381;29;6724;1425;2222;581314;218245
6;760;6;749;5;28;0;1148;284;373;273838;166803
6;532;6;840;5;0;0;1;0;0;63284;339828
2;4;2;8;5;211;41;7055;1189;1147;218245;187237
6;882;6;568;5;0;0;1;0;0;114269;321109
2;2;2;8;5;23;205;2149;449;583;157835;187237
6;260;6;371;5;2;1;321;49;117;300934;414196
6;266;6;574;5;0;0;1;0;0;29805;17054
2;11;6;410;5;105;2;383;114;194;189832;167824
6;371;2;5;5;251;445;1187;273;721;414196;179005
6;882;6;252;5;0;0;332;71;94;114269;213619
6;427;2;11;5;161;4;8079;2125;3478;1498704;189832
6;410;6;490;5;42;1;201;70;93;167824;616279
2;14;6;658;5;207;555;2899;931;1462;225970;581314
6;270;6;778;5;30;0;170;40;65;163671;59478
2;14;6;252;5;21;35;1287;430;378;225970;213619
6;648;2;14;5;153;114;330;128;241;81141;225970
6;412;2;11;5;941;0;1432;775;875;265981;189832
2;7;2;2;5;18;2546;3127;629;747;220429;157835
6;408;2;1;5;1677;894;1642;510;1600;180423;206262
6;532;2;9;5;0;0;11;3;1;63284;161797
6;371;6;410;5;71;0;475;121;193;414196;167824
6;119;6;28;5;12;0;71;16;22;26367;552228
2;9;2;14;5;76;146;3766;763;996;161797;225970
6;778;2;9;5;7;0;13;0;8;59478;161797
6;515;6;861;5;1509;5;5333;2040;2404;322375;268752
2;7;6;525;5;26;2;88;44;46;220429;54181
2;11;6;35;5;37;33;753;166;237;189832;342464
2;11;6;760;5;722;2;968;468;560;189832;273838
6;434;6;35;5;492;22;22563;5552;4493;459263;342464
2;6;2;10;5;106;148;4447;948;419;175916;165883
6;497;6;91;5;0;0;1;0;0;106273;324244
6;539;6;525;5;31;0;3934;994;443;525261;54181
2;10;6;266;5;2;0;2;0;1;165883;29805
2;11;6;364;5;26;0;66;14;31;189832;87185
2;7;6;274;5;67;192;605;175;300;220429;426005
6;252;6;490;5;0;2;144;34;52;213619;616279
2;11;6;126;5;0;0;9;0;4;189832;94461
6;638;6;515;5;506;2;6799;1697;2021;299916;322375
2;4;6;35;5;155;32;13443;2487;2510;218245;342464
6;658;2;5;5;201;390;1768;487;999;581314;179005
2;5;6;98;5;2;5;6;1;4;179005;88470
2;5;6;882;5;1;5;18;4;11;179005;114269
6;91;6;371;5;11;1;32;7;17;324244;414196
6;266;6;805;5;0;0;53;17;22;29805;377797
6;760;2;6;5;244;24;477;238;283;273838;175916
6;532;6;756;5;0;0;13;6;2;63284;292878
6;245;2;10;5;0;1;2;0;1;56729;165883
2;7;6;756;5;180;114;400;117;290;220429;292878
6;35;6;756;5;130;17;261;62;154;342464;292878
2;1;6;427;5;1967;3547;20408;3938;7797;206262;1498704
2;8;6;525;5;21;0;67;19;37;187237;54181
6;274;6;497;5;0;0;6;2;1;426005;106273
6;749;2;10;5;24;1;170;34;70;166803;165883
6;749;2;5;5;98;64;162;53;135;166803;179005
6;35;6;840;5;56;20;244;60;126;342464;339828
6;525;6;270;5;3;0;5;0;3;54181;163671
2;9;6;574;5;0;0;1;1;0;161797;17054
6;434;6;274;5;190;0;2817;604;865;459263;426005
6;98;6;28;5;0;0;12;3;5;88470;552228
6;515;6;134;5;2;2;1;2;2;322375;51892
6;840;6;364;5;83;0;185;74;98;339828;87185
6;260;6;778;5;45;0;291;75;108;300934;59478
2;15;6;274;5;136;365;554;188;377;182574;426005
6;441;6;274;5;78;2;4850;1394;1403;654324;426005
6;515;2;2;5;503;71;1059;553;647;322375;157835
6;490;2;15;5;458;583;3183;894;1722;616279;182574
6;35;2;7;5;105;304;2143;406;868;342464;220429
6;427;6;408;5;140;1;3142;718;1326;1498704;180423
6;490;2;13;5;386;307;3735;1253;1762;616279;232094
6;412;6;658;5;8;1;15;3;7;265981;581314
